"scenario_id","scenario_name","prompt","question","total_correct_answers","total_candidates","total_candidate_correct_answers","average_score"
"2fa9b960-7591-4ec7-be4d-e2b6cc96e083","09c - GI - Mesenteric ischemia","A 64-year-old male presents to the emergency room with severe abdominal pain. The pain started approximately 6 hours ago and has continued to worsen. There is no associated nausea or vomiting. He claims he does not have an appetite. He has not had a bowel movement or passed flatus today. His past medical history is significant for poorly controlled diabetes, hypertension, and hyperlipidemia. He also has a history of atrial fibrillation and is typically on coumadin; however, he ran out of medication 1 week ago. He is an active smoker. He has no surgical history.

In the ER, his vital signs are HR 110, BP 120/80, RR 20, and satting 95% on room air. He clearly appears uncomfortable. Abdominal exam reveals pain out of proportion. There is no guarding or rigidity. There are no hernias or masses.","What is your differential diagnosis and how would you proceed?","6","17","77","0.75490196078431372549"
"2fa9b960-7591-4ec7-be4d-e2b6cc96e083","09c - GI - Mesenteric ischemia","After 12 hours in the ICU, the nurse calls you and is concerned by his vital signs and decreasing urine output. He has not made any urine for the past 2 hours. You confirm that his foley is not kinked or obstructed. He also has HR 120, BP 100/80 with normal O2 saturation on the ventilator.","What’s your differential diagnosis and how would you proceed?","5","8","26","0.65000000000000000000"
"2fa9b960-7591-4ec7-be4d-e2b6cc96e083","09c - GI - Mesenteric ischemia","CBC comes back with Hb of 6.7, which has decreased from preoperative value of 12. BMP shows creatinine of 2.5 from baseline of 2.1 mg/dL. Urine electrolytes are pending. He received 1 L of normal saline; however, he is now more tachycardic to 130 with BP 90/60. There is frank blood draining from his temporary abdominal closure vac.","How would you proceed?","4","10","35","0.87500000000000000000"
"2fa9b960-7591-4ec7-be4d-e2b6cc96e083","09c - GI - Mesenteric ischemia","Labs reveal a WBC count of 18,000. Basic metabolic panel shows a creatinine of 1.5. His lactate is elevated at 5.0. His INR is normal. CT angiogram shows concern for embolic occlusion of the SMA with no distal filling. There is also a 12 cm area of bowel that does not enhance. There is no free air or free fluid.","What is your diagnosis and how would you proceed at this time?","5","18","69","0.76666666666666666667"
"2fa9b960-7591-4ec7-be4d-e2b6cc96e083","09c - GI - Mesenteric ischemia","Let’s go back and say that you are able to successfully perform embolectomy and re-establish flow. You investigate the small bowel and there is a clearly necrotic loop of bowel 30 minutes after flow is re-established. There is another loop of bowel that appears threatened, but not clearly necrotic.","How would you proceed?","3","16","41","0.85416666666666666667"
"2fa9b960-7591-4ec7-be4d-e2b6cc96e083","09c - GI - Mesenteric ischemia","Let’s say that you are unable to restore inflow after multiple attempts at Fogarty placement. ","What would you do then?","2","12","18","0.75000000000000000000"
"2fa9b960-7591-4ec7-be4d-e2b6cc96e083","09c - GI - Mesenteric ischemia","You consent the patient for laparotomy, SMA embolectomy, and possible bowel resection.","Can you describe how you would perform the surgery?","7","17","101","0.84873949579831932773"
"2fa9b960-7591-4ec7-be4d-e2b6cc96e083","09c - GI - Mesenteric ischemia","You find questionably necrotic small bowel and decide to leave the patient’s abdomen open with a temporary closure device.","What would your initial plans be for this patient in the ICU?","4","14","42","0.75000000000000000000"
"331157fb-44e9-4fd4-be37-21a5253a0d4c","10c - Breast - Inflammatory CA","A 42-year-old female presents to your office complaining that her left breast has been red and swollen for the past three weeks. She denies significant pain to the breast. She has no history of trauma to the breast and no family history of breast cancer. ","What is your differential diagnosis?","7","15","55","0.52380952380952380952"
"331157fb-44e9-4fd4-be37-21a5253a0d4c","10c - Breast - Inflammatory CA","Let's say the patient returns after neoadjuvant therapy and appears to have a complete clinical response. You do a modified radical mastectomy and surgery goes well. You recommend adjuvant XRT and endocrine therapy.","How will you follow this patient?","2","6","9","0.75000000000000000000"
"331157fb-44e9-4fd4-be37-21a5253a0d4c","10c - Breast - Inflammatory CA","Mammogram only reveals dermal thickening on the left breast, right breast is unremarkable. Ultrasound reveals no masses in the left breast. There is a 1.2cm, round, abnormal appearing left axillary lymph node. ","What would you like to do next?","5","17","46","0.54117647058823529412"
"331157fb-44e9-4fd4-be37-21a5253a0d4c","10c - Breast - Inflammatory CA","Prior to getting further staging workup, the patient asks what stage she is.","What clinical stage would you tell her she is?","1","7","7","1.00000000000000000000"
"331157fb-44e9-4fd4-be37-21a5253a0d4c","10c - Breast - Inflammatory CA","She is average risk using the Gail model for risk stratification. Her last mammogram was 8 months ago and was normal. She is not currently breastfeeding. She denies skin dimpling, nipple discharge, and palpable masses. She denies headaches, vision changes, cough, weight loss, abdominal pain, bone pain. Her vital signs are normal. On inspection you see erythema to the left breast that covers approximately 50% of the breast. On palpation in upright and supine positions there are no palpable masses in the breast or supraclavicular lymph nodes. You do palpate a firm left axillary node. The skin is edematous but there is no skin dimpling. ","What initial imaging would you order?","2","17","34","1.00000000000000000000"
"331157fb-44e9-4fd4-be37-21a5253a0d4c","10c - Breast - Inflammatory CA","The patient returns to your office after completion of neoadjuvant chemotherapy and her physical exam is unchanged from when you first met her. ","Will you proceed with operative intervention?","1","3","3","1.00000000000000000000"
"331157fb-44e9-4fd4-be37-21a5253a0d4c","10c - Breast - Inflammatory CA","The staging labs you ordered are unremarkable. PET/CT shows uptake in the left axilla and no distant metastatic disease. ","What is the next step in her treatment?","7","15","43","0.40952380952380952381"
"331157fb-44e9-4fd4-be37-21a5253a0d4c","10c - Breast - Inflammatory CA","What if the pathology on the punch biopsy of the skin had returned normal.","Is inflammatory breast cancer ruled out?","2","12","13","0.54166666666666666667"
"331157fb-44e9-4fd4-be37-21a5253a0d4c","10c - Breast - Inflammatory CA","You explain to her that her presentation could be due to a number of conditions and that you need a more detailed history and exam.","What additional information would you like to know and what would you evaluate on exam?","7","17","64","0.53781512605042016807"
"331157fb-44e9-4fd4-be37-21a5253a0d4c","10c - Breast - Inflammatory CA","You explain to the patient that she has inflammatory breast cancer, which is a rare and aggressive form of breast cancer. To further guide her management, you'll need additional information.","What other labs, studies or referrals would you like to request?","6","16","45","0.46875000000000000000"
"331157fb-44e9-4fd4-be37-21a5253a0d4c","10c - Breast - Inflammatory CA","You proceed with a punch biopsy at two different sites of the erythematous left breast skin. You also do a core biopsy of the enlarged axillary lymph node. The skin pathology returns with tumor in the dermal lymphatics. The lymph node is positive for high grade adenocarcinoma, ER/PR +, HER2 neu negative. ","What is your diagnosis and how do you counsel the patient?","3","16","19","0.39583333333333333333"
"38e5d67b-90d8-4c4e-a4fe-9f8d01906db9","04a - Hernia - Umbo, Cirrhosis","A 55 year old male with alcoholic cirrhosis presents to your clinic for evaluation of an umbilical hernia. He has never noticed the hernia prior to it being detected by his hepatologist. He has a non-tender bulge that he is able to push back in without difficulty. He has no symptoms of obstruction. In regards to his end-stage liver disease, he is no longer drinking and is currently on the transplant list. He is Childs-Pugh B and his MELD score is 17. He has no other contributory medical or surgical history. On exam, he appears mildly jaundiced. He has a small umbilical hernia that is approximately 1.5 cm and is easily reducible. It is not tense and the overlying skin appears healthy.  He has a fluid wave consistent with moderate ascites.","How would you like to proceed?","5","79","248","0.62784810126582278481"
"38e5d67b-90d8-4c4e-a4fe-9f8d01906db9","04a - Hernia - Umbo, Cirrhosis","Let’s change the scenario. This time, when patient presented to the ER his exam revealed spontaneous rupture of his umbilical hernia with bowel evisceration copious ascites drainage. He is tachycardic to 130s and systolic blood pressure is upper 90s. He denies hematemesis or melena. ","What would you do in this situation?","8","66","302","0.57196969696969696970"
"38e5d67b-90d8-4c4e-a4fe-9f8d01906db9","04a - Hernia - Umbo, Cirrhosis","Let’s say this patient has a TIPS procedure and the ascites improve tremendously. ","Are there any other factors pre-operatively that you would optimize?","2","30","38","0.63333333333333333333"
"38e5d67b-90d8-4c4e-a4fe-9f8d01906db9","04a - Hernia - Umbo, Cirrhosis","Please describe how you would perform a hernia repair in this patient. ","","4","51","83","0.40686274509803921569"
"38e5d67b-90d8-4c4e-a4fe-9f8d01906db9","04a - Hernia - Umbo, Cirrhosis","The patient does not require bowel resection. You repair the hernia primarily and leave a peritoneal drain for ascites management. Post-operatively, he is admitted to the SICU. The nurse calls you approximately 6 hours after surgery and states that he hasn’t made any urine since the operation. On assessment, the patient is conversant and has appropriate post-surgical pain. The drain has put out ~400 cc of non-bloody ascites since the operation. His heart rate is 110 and his blood pressure is 105/80 mmHg. He has a foley catheter in place, however the bag is empty. ","How would you manage this situation?","4","50","132","0.66000000000000000000"
"38e5d67b-90d8-4c4e-a4fe-9f8d01906db9","04a - Hernia - Umbo, Cirrhosis","You send off an initial set of blood work and get a renal ultrasound. His hematocrit is stable. His creatinine is 2.0 mg/dL, which has increased from 1.6 mg/dL preoperatively. His lactate is 2.0 mg/dL. Renal ultrasound is normal and there is no evidence of ureteral or bladder outlet obstruction.","How would you proceed?","5","27","58","0.42962962962962962963"
